Country,Indicator,Last,Previous,Highest,Lowest,Date
Macao,Gross National Product,233215,247039,408961,102630,MOP Million
Macao,Unemployment Rate,1.7,1.7,7.1,1.7,percent
Macao,Employed Persons,376,376,402,193,Thousand
Macao,Unemployed Persons,6.7,6.6,15.2,6,Thousand
Macao,Population,0.68,0.67,0.68,0.17,Million
Macao,Labor Force Participation Rate,67.8,67.9,74.4,60.8,percent
Macao,Wages,17900,18000,18000,4578,MOP/Monthly
Macao,Wages in Manufacturing,10300,12300,15000,2656,MOP/Monthly
Macao,Inflation Rate,0.74,0.82,9.49,-3.65,percent
Macao,Consumer Price Index CPI,106,106,106,53.02,points
Macao,CPI Housing Utilities,100,100,103,46.45,points
Macao,CPI Transportation,106,106,112,58.44,points
Macao,Export Prices,132,131,169,61.4,points
Macao,Food Inflation,0.9,0.91,19.97,-5.46,percent
Macao,GDP Deflator,106,107,109,42.9,points
Macao,Import Prices,178,183,247,46.4,points
Macao,Inflation Rate MoM,-0.04,0.24,2.53,-1.3,percent
Macao,Interest Rate,5.25,5.75,8,0.5,percent
Macao,Interbank Rate,4.2,4.59,15.31,0.15,percent
Macao,Money Supply M1,68210,67694,90564,825,MOP Million
Macao,Money Supply M2,764280,751452,764280,7381,MOP Million
Macao,Deposit Interest Rate,0.64,0.26,9.17,0.02,percent
Macao,Foreign Exchange Reserves,28501,28458,35459,55.12,USD Million
Macao,Money Supply M0,53698,53987,63564,442,MOP Million
Macao,Balance of Trade,-9257800,-9399100,634540,-14558270,Thousand MOP
Macao,Current Account,136713,22948,161958,14077,MOP Million
Macao,Current Account to GDP,11.4,8.7,40.4,8.7,percent of GDP
Macao,Exports,1156100,1182900,2377502,357946,Thousand MOP
Macao,Imports,10413900,10582100,15580973,781040,Thousand MOP
Macao,Tourist Arrivals,3651731,3021189,3651731,9759,
Macao,Capital Flows,94587,-12787,149649,-23631,MOP Million
Macao,Foreign Direct Investment,-3635,-17080,68491,-40397,MOP Million
Macao,Terms of Trade,102,99.9,110,89.9,points
Macao,Tourism Revenues,17440,20348,20348,0,MOP Million
Macao,Government Budget Value,5888,18005,37033,-19045,MOP Million
Macao,Government Spending,11637,9925,18777,3384,MOP Thousand
Macao,Government Revenues,29458,32253,44757,3165,MOP Million
Macao,Fiscal Expenditure,23570,14248,27762,1942,MOP Million
Macao,Credit Rating,87,,,,
Macao,Corporate Tax Rate,12,12,12,12,percent
Macao,Personal Income Tax Rate,12,12,12,12,percent
Macao,Withholding Tax Rate,0,0,0,0,percent
Macao,Industrial Production,13.4,10.5,64.6,-49.3,percent
Macao,Industrial Production Mom,22.8,13.7,52.8,-53.4,percent
Macao,Manufacturing Production,-4.4,7.8,58.2,-55.2,percent
Macao,Changes in Inventories,338,356,1236,-345,MOP Thousand
Macao,Car Registrations,1183,864,2363,255,Units
Macao,Electricity Production,96.6,75.3,222,12.4,Gigawatt-hour
Macao,Retail Sales YoY,-27.2,-17.9,219,-61.6,percent
Macao,Consumer Spending,28784,28937,28937,11147,MOP Thousand
Macao,Private Sector Credit,542128,545666,585836,33194,MOP Million
Macao,Housing Index,216,219,271,94.1,points
Madagascar,Currency,4525,4551,4622,44,
Madagascar,GDP Annual Growth Rate,4,4.2,9.85,-12.7,percent
Madagascar,Unemployment Rate,1.8,1.9,6.5,0.6,percent
Madagascar,Inflation Rate,7.5,7.2,30.4,-8.5,percent
Madagascar,Interest Rate,9.5,9.5,33,7,percent
Madagascar,Balance of Trade,-589181,-582467,177517,-1378173,MGA Million
Madagascar,Current Account,-198,-180,160,-573,MGA Million
Madagascar,Current Account to GDP,-4.5,-5.3,0.7,-21.1,percent of GDP
Madagascar,Government Debt to GDP,38.2,36.2,112,24.3,percent of GDP
Madagascar,Government Budget,-4.5,-3.2,-0.39,-4.65,percent of GDP
Madagascar,Corporate Tax Rate,20,20,30,20,percent
Madagascar,Personal Income Tax Rate,20,20,30,20,percent
Madagascar,GDP Annual Growth Rate,4,4.2,9.85,-12.7,percent
Madagascar,GDP,16.03,15.3,16.03,0.67,USD Billion
Madagascar,GDP per Capita,461,454,848,415,USD
Madagascar,GDP per Capita PPP,1690,1665,2004,1521,USD
Madagascar,Unemployment Rate,1.8,1.9,6.5,0.6,percent
Madagascar,Population,30.3,29.61,30.3,5.07,Million
Madagascar,Minimum Wages,184653,184653,184653,108019,MGA/Month
Madagascar,Inflation Rate,7.5,7.2,30.4,-8.5,percent
Madagascar,Food Inflation,6.5,6.1,50.84,-10.27,percent
Madagascar,Consumer Price Index CPI,176,175,176,26.9,points
Madagascar,CPI Housing Utilities,163,163,487,97.2,points
Madagascar,CPI Transportation,166,164,333,97,points
Madagascar,Inflation Rate MoM,0.5,0.3,7.9,-3.8,percent
Madagascar,Interest Rate,9.5,9.5,33,7,percent
Madagascar,Money Supply M3,19277,19664,19664,2060,MGA Billion
Madagascar,Deposit Interest Rate,13,13,24,8,percent
Madagascar,Balance of Trade,-589181,-582467,177517,-1378173,MGA Million
Madagascar,Current Account,-198,-180,160,-573,MGA Million
Madagascar,Current Account to GDP,-4.5,-5.3,0.7,-21.1,percent of GDP
Madagascar,Exports,1183294,1354874,1582484,51994,MGA Million
Madagascar,Imports,1772475,1937341,2496608,253874,MGA Million
Madagascar,Terrorism Index,0,0,4.45,0,Points
Madagascar,Government Debt to GDP,38.2,36.2,112,24.3,percent of GDP
Madagascar,Government Budget,-4.5,-3.2,-0.39,-4.65,percent of GDP
Madagascar,Corruption Index,25,26,34,17,Points
Madagascar,Corruption Rank,145,142,158,82,
Madagascar,Credit Rating,25,,,,
Madagascar,Military Expenditure,102,98.1,103,1.6,USD Million
Madagascar,Corporate Tax Rate,20,20,30,20,percent
Madagascar,Personal Income Tax Rate,20,20,30,20,percent
Madagascar,Sales Tax Rate,20,20,21,20,percent
Madagascar,Social Security Rate,21,21,21,19,percent
Madagascar,Social Security Rate For Companies,19,19,19,18,percent
Madagascar,Social Security Rate For Employees,2,2,2,1,percent
Madagascar,Electricity Production,152,168,169,106,Gigawatt-hour
Malawi,GDP Annual Growth Rate,1.5,0.9,16.7,-10,percent
Malawi,Unemployment Rate,5,5.1,5.8,4.6,percent
Malawi,Inflation Rate,33.9,33.7,37.9,6.3,percent
Malawi,Interest Rate,26,26,75.53,12,percent
Malawi,Balance of Trade,-407900,-417700,4926,-417700,MWK Million
Malawi,Current Account,-351,-1783,-4.38,-1783,USD Million
Malawi,Current Account to GDP,-16.5,-16.8,-0.25,-25.1,percent of GDP
Malawi,Government Debt to GDP,81.3,68.7,120,15.3,percent of GDP
Malawi,Government Budget,-2.8,-6.8,0.1,-7.9,percent of GDP
Malawi,Corporate Tax Rate,30,30,30,30,percent
Malawi,Personal Income Tax Rate,35,35,40,30,percent
Malawi,GDP Annual Growth Rate,1.5,0.9,16.7,-10,percent
Malawi,GDP,14.08,13.13,14.08,1.65,USD Billion
Malawi,GDP per Capita,549,554,573,259,USD
Malawi,GDP per Capita PPP,1683,1701,1760,1015,USD
Malawi,GDP Constant Prices,7685453,7593420,7685453,636430,MWK Million
Malawi,GDP from Agriculture,1721106,1705940,1721106,241651,MWK Million
Malawi,GDP from Construction,258119,245532,258119,18640,MWK Million
Malawi,GDP from Manufacturing,913551,919760,919760,41021,MWK Million
Malawi,GDP from Mining,55027,52449,55027,1691,MWK Million
Malawi,GDP from Public Administration,256894,242944,256894,15400,MWK Million
Malawi,GDP from Services,925086,938400,938400,81566,MWK Million
Malawi,GDP from Transport,335390,331890,337199,14697,MWK Million
Malawi,GDP from Utilities,211315,211867,215801,11830,MWK Million
Malawi,Unemployment Rate,5,5.1,5.8,4.6,percent
Malawi,Population,19.9,19.4,19.9,3.62,Million
Malawi,Inflation Rate,33.9,33.7,37.9,6.3,percent
Malawi,Consumer Price Index CPI,193,189,193,42.55,points
Malawi,Food Inflation,42,41.9,113,2,percent
Malawi,CPI Housing Utilities,171,168,171,100,points
Malawi,CPI Transportation,174,173,174,100,points
Malawi,Interest Rate,26,26,75.53,12,percent
Malawi,Foreign Exchange Reserves,1023,1039,1415,19.3,MWK Billion
Malawi,Money Supply M2,4599,4392,1351279,90.7,MWK Billion
Malawi,Balance of Trade,-407900,-417700,4926,-417700,MWK Million
Malawi,Current Account,-351,-1783,-4.38,-1783,USD Million
Malawi,Current Account to GDP,-16.5,-16.8,-0.25,-25.1,percent of GDP
Malawi,Exports,97900,65900,192768,618,MWK Million
Malawi,Imports,505800,483600,505800,1056,MWK Million
Malawi,Capital Flows,-28.49,500,864,-584,USD Million
Malawi,Gold Reserves,0.4,0.4,0.4,0.4,Tonnes
Malawi,External Debt,5887049,3310069,5887049,981,MWK Million
Malawi,Foreign Direct Investment,166,189,813,-8.89,USD Million
Malawi,Terrorism Index,0,0,0,0,Points
Malawi,Government Debt to GDP,81.3,68.7,120,15.3,percent of GDP
Malawi,Government Budget,-2.8,-6.8,0.1,-7.9,percent of GDP
Malawi,Fiscal Expenditure,359,497,620,28.84,MWK Billion
Malawi,Corruption Index,34,34,41,27,Points
Malawi,Corruption Rank,115,110,129,43,
Malawi,Government Budget Value,-109,-106,56.5,-174,MWK Billion
Malawi,Government Revenues,250,390,464,29.14,MWK Billion
Malawi,Military Expenditure,135,118,135,1.8,USD Million
Malawi,Corporate Tax Rate,30,30,30,30,percent
Malawi,Personal Income Tax Rate,35,35,40,30,percent
Malawi,Sales Tax Rate,16.5,16.5,16.5,16.5,percent
Malawi,Private Sector Credit,1423,1318,1423,79.2,MWK Billion
Malaysia,Currency,4.12,4.13,4.88,2.43,
Malaysia,Stock Market,1649,1660,1896,170,points
Malaysia,GDP Growth Rate,2.9,1.5,18.2,-14.7,percent
Malaysia,GDP Annual Growth Rate,5.9,4.2,16.2,-16.9,percent
Malaysia,Unemployment Rate,3.3,3.3,5.3,2.7,percent
Malaysia,Inflation Rate,1.9,2,23.9,-2.9,percent
Malaysia,Interest Rate,3,3,3.5,1.75,percent
Malaysia,Balance of Trade,5668,6401,31839,-4465,MYR Million
Malaysia,Current Account,3004,16195,39982,913,MYR Million
Malaysia,Current Account to GDP,2.7,3.1,17.1,-13.2,percent of GDP
Malaysia,Government Debt to GDP,61.1,63.4,103,31.9,percent of GDP
Malaysia,Government Budget,-5,-5.6,2.4,-6.7,percent of GDP
Malaysia,Business Confidence,86.2,94.3,126,60,points
Malaysia,Consumer Confidence,87.1,89.4,133,51.1,points
Malaysia,Corporate Tax Rate,24,24,30,24,percent
Malaysia,Personal Income Tax Rate,30,30,30,25,percent
Malaysia,GDP Growth Rate,2.9,1.5,18.2,-14.7,percent
Malaysia,GDP Annual Growth Rate,5.9,4.2,16.2,-16.9,percent
Malaysia,GDP,400,407,407,1.9,USD Billion
Malaysia,GDP Constant Prices,400695,397507,410313,130630,MYR Million
Malaysia,Gross National Product,396,399,399,127,MYR Billion
Malaysia,Gross Fixed Capital Formation,89027,84853,89027,27407,MYR Million
Malaysia,GDP per Capita,11691,11399,11691,1286,USD
Malaysia,GDP per Capita PPP,33574,32735,33574,12234,USD
Malaysia,Full Year GDP Growth,3.7,8.7,8.7,-5.5,percent
Malaysia,GDP from Agriculture,25181,23646,28082,19362,MYR Million
Malaysia,GDP from Construction,16143,15551,17206,6464,MYR Million
Malaysia,GDP from Manufacturing,93369,91727,95512,45868,MYR Million
Malaysia,GDP from Mining,23808,26172,27542,20435,MYR Million
Malaysia,GDP from Services,237551,235953,243162,99821,MYR Million
Malaysia,Unemployment Rate,3.3,3.3,5.3,2.7,percent
Malaysia,Employed Persons,16632,16606,16632,5625,Thousand
Malaysia,Unemployed Persons,564,565,826,210,Thousand
Malaysia,Labor Force Participation Rate,70.4,70.4,70.4,62.3,percent
Malaysia,Job Vacancies,370540,444543,1432799,7850,
Malaysia,Minimum Wages,1500,1500,1500,900,MYR/Month
Malaysia,Wages in Manufacturing,3429,3459,3998,2391,MYR/Month
Malaysia,Population,33.4,32.7,33.4,8.2,Million
Malaysia,Retirement Age Women,60,60,60,55,Years
Malaysia,Retirement Age Men,60,60,60,55,Years
Malaysia,Wages,2900,3212,3224,1814,MYR/Month
Malaysia,Inflation Rate,1.9,2,23.9,-2.9,percent
Malaysia,Consumer Price Index CPI,133,133,133,24.3,points
Malaysia,GDP Deflator,114,115,120,65,points
Malaysia,Producer Prices,119,120,124,66.83,points
Malaysia,Import Prices,130,130,135,85.3,points
Malaysia,Food Inflation,1.6,1.6,7.3,0.4,percent
Malaysia,Core Inflation Rate,1.9,1.9,4.2,-0.2,percent
Malaysia,CPI Housing Utilities,130,129,130,99.4,points
Malaysia,CPI Transportation,122,122,135,90,points
Malaysia,Export Prices,150,150,152,92.5,points
Malaysia,Inflation Rate MoM,0.1,0.1,3.94,-2.7,percent
Malaysia,Producer Prices Change,0.3,1.3,22.5,-18.2,percent
Malaysia,Interest Rate,3,3,3.5,1.75,percent
Malaysia,Money Supply M0,151896,151443,153791,1000,MYR Million
Malaysia,Money Supply M1,637547,636762,645344,2032,MYR Million
Malaysia,Money Supply M2,2405109,2412973,2423484,4122,MYR Million
Malaysia,Money Supply M3,2414068,2423038,2434180,8313,MYR Million
Malaysia,Banks Balance Sheet,3628370,3611220,3628370,1894423,MYR Million
Malaysia,Foreign Exchange Reserves,116800,114700,155165,20234,USD Million
Malaysia,Loans to Private Sector,2379875,2371788,2379875,289998,MYR Million
Malaysia,Deposit Interest Rate,2.63,1.95,9.75,1.56,percent
Malaysia,Cash Reserve Ratio,2,2,13.5,1,percent
Malaysia,Central Bank Balance Sheet,641564,634132,642916,2221,MYR Million
Malaysia,Balance of Trade,5668,6401,31839,-4465,MYR Million
Malaysia,Current Account,3004,16195,39982,913,MYR Million
Malaysia,Current Account to GDP,2.7,3.1,17.1,-13.2,percent of GDP
Malaysia,Exports,129159,131117,144276,328,MYR Million
Malaysia,Imports,123491,124716,124716,314,MYR Million
Malaysia,External Debt,1271700,1242535,1271700,9063,MYR Million
Malaysia,Terms of Trade,116,115,117,92.5,points
Malaysia,Tourism Revenues,71308,28228,86144,239,MYR Million
Malaysia,Tourist Arrivals,2322566,1925729,2806565,5411,
Malaysia,Gold Reserves,38.88,38.88,38.88,35.46,Tonnes
Malaysia,Crude Oil Production,493,484,791,450,BBL/D/1K
Malaysia,Exports YoY,12.1,12.3,84.3,-30.4,percent
Malaysia,Imports YoY,26.2,25.4,108,-30.4,percent
Malaysia,Capital Flows,17167,-18734,51436,-71537,MYR Million
Malaysia,Foreign Direct Investment,9084,5454,27807,-1983,MYR Million
Malaysia,Terrorism Index,0.19,1.36,3.54,0,Points
Malaysia,Government Debt to GDP,61.1,63.4,103,31.9,percent of GDP
Malaysia,Government Budget,-5,-5.6,2.4,-6.7,percent of GDP
Malaysia,Government Budget Value,-7685,-9027,23160,-16749,MYR Million
Malaysia,Government Spending,48452,48685,64524,12420,MYR Million
Malaysia,Government Revenues,69976,88698,88698,2735,MYR Million
Malaysia,Fiscal Expenditure,77661,97725,97725,2759,MYR Million
Malaysia,Corruption Index,50,47,53.2,43,Points
Malaysia,Corruption Rank,57,61,62,23,
Malaysia,Credit Rating,68,,,,
Malaysia,Military Expenditure,3899,3674,4919,42.5,USD Million
Malaysia,Corporate Tax Rate,24,24,30,24,percent
Malaysia,Personal Income Tax Rate,30,30,30,25,percent
Malaysia,Sales Tax Rate,10,10,10,6,percent
Malaysia,Social Security Rate,24,24,25.29,20,percent
Malaysia,Social Security Rate For Companies,13,13,13.78,12,percent
Malaysia,Social Security Rate For Employees,11,11,11.5,8,percent
Malaysia,Withholding Tax Rate,15,15,15,15,percent
Malaysia,Business Confidence,86.2,94.3,126,60,points
Malaysia,Industrial Production,5.3,5,49.6,-32,percent
Malaysia,Industrial Production Mom,2.4,0.7,25.1,-27,percent
Malaysia,Manufacturing Production,7.7,5.2,68,-44.4,percent
Malaysia,Changes in Inventories,6439,1364,16486,-10585,MYR Million
Malaysia,Car Production,73966,70295,76077,240,Units
Malaysia,Car Registrations,129678,130831,157542,1570,Units
Malaysia,Leading Economic Index,1.1,-0.4,5.5,-5.9,percent
Malaysia,Cement Production,1880,1898,2873,147,Thousands of Tonnes
Malaysia,Coincident Index,127,126,127,56.8,points
Malaysia,Manufacturing PMI,49.7,49.7,53.9,31.3,points
Malaysia,Mining Production,-5,4.9,22.1,-22.2,percent
Malaysia,Consumer Confidence,87.1,89.4,133,51.1,points
Malaysia,Consumer Spending,243029,245840,246593,56768,MYR Million
Malaysia,Bank Lending Rate,5.3,5.32,13.53,3.28,percent
Malaysia,Gasoline Prices,0.5,0.48,0.66,0.28,USD/Liter
Malaysia,Households Debt to GDP,69.5,69.5,76.6,48.7,percent of GDP
Malaysia,Retail Sales MoM,-1,0.2,30.5,-30.5,percent
Malaysia,Retail Sales YoY,6.4,7.9,56.4,-32.4,percent
Malaysia,Housing Index,217,221,221,92.4,Index
Malaysia,House Price Index YoY,0.5,3.8,44.5,-39.2,percent
Malaysia,Construction Output,20.2,14.2,42.6,-44.9,percent
Malaysia,Residential Property Prices,0.51,3.85,31.41,-11.62,Percent
Maldives,GDP Annual Growth Rate,9.8,4.2,67,-52.4,percent
Maldives,Unemployment Rate,4.2,4.4,11.7,0.8,percent
Maldives,Inflation Rate,1.4,1.4,37.26,-14.18,percent
Maldives,Interest Rate,7,7,7,4.46,percent
Maldives,Balance of Trade,-265,-243,302,-322,USD Million
Maldives,Current Account,-1545,-1004,-21.9,-1545,USD Million
Maldives,Current Account to GDP,-16.4,-16.6,-3.2,-36.4,percent of GDP
Maldives,Government Debt to GDP,54.2,58.9,86.9,17.7,percent of GDP
Maldives,Government Budget,-13.8,-11.6,-1.15,-23.7,percent of GDP
Maldives,Corporate Tax Rate,15,15,15,0,percent
Maldives,GDP Annual Growth Rate,9.8,4.2,67,-52.4,percent
Maldives,GDP,6.6,6.17,6.6,0.04,USD Billion
Maldives,GDP per Capita,11535,11036,11535,5556,USD
Maldives,GDP per Capita PPP,22362,21394,22362,8740,USD
Maldives,GDP Constant Prices,96476,92679,96476,20041,MVR Million
Maldives,GDP from Agriculture,4351,4317,4939,2298,MVR Million
Maldives,GDP from Construction,4490,4335,6982,441,MVR Million
Maldives,GDP from Manufacturing,1812,1708,1877,488,MVR Million
Maldives,GDP from Public Administration,7837,7378,7837,930,MVR Million
Maldives,GDP from Services,70470,61459,70470,14720,MVR Million
Maldives,GDP from Transport,4596,4071,4596,1208,MVR Million
Maldives,GDP from Utilities,2136,1675,2136,75,MVR Million
Maldives,Unemployment Rate,4.2,4.4,11.7,0.8,percent
Maldives,Population,0.59,0.58,0.59,0.09,Million
Maldives,Inflation Rate,1.4,1.4,37.26,-14.18,percent
Maldives,Consumer Price Index CPI,104,103,104,16.33,points
Maldives,CPI Housing Utilities,102,102,116,88.2,points
Maldives,CPI Transportation,99.91,99.75,109,89.9,points
Maldives,Food Inflation,6.5,6.4,8.8,-6,percent
Maldives,Inflation Rate MoM,0.04,0.25,2.8,-3.8,percent
Maldives,Interest Rate,7,7,7,4.46,percent
Maldives,Deposit Interest Rate,1.5,1.5,9.09,1.5,percent
Maldives,Lending Rate,10,10,20,10,percent
Maldives,Central Bank Balance Sheet,21994,23766,27406,3800,MVR Million
Maldives,Foreign Exchange Reserves,395,509,979,395,USD Million
Maldives,Money Supply M0,11058,12528,14826,8644,MVR Million
Maldives,Money Supply M1,22795,23256,23613,2348,MVR Million
Maldives,Money Supply M2,56972,58255,60856,5544,MVR Million
Maldives,Balance of Trade,-265,-243,302,-322,USD Million
Maldives,Current Account,-1545,-1004,-21.9,-1545,USD Million
Maldives,Current Account to GDP,-16.4,-16.6,-3.2,-36.4,percent of GDP
Maldives,Exports,25.6,20.6,74.3,8,USD Million
Maldives,Imports,290,263,366,57.3,USD Million
Maldives,Tourist Arrivals,167528,123284,217392,0,
Maldives,Capital Flows,-1361,-847,-59.5,-1864,USD Million
Maldives,External Debt,3740,3624,3740,696,USD Million
Maldives,Foreign Direct Investment,-796,-732,-228,-961,USD Million
Maldives,Remittances,614,565,614,259,USD Million
Maldives,Government Debt to GDP,54.2,58.9,86.9,17.7,percent of GDP
Maldives,Government Budget,-13.8,-11.6,-1.15,-23.7,percent of GDP
Maldives,Corruption Index,39,40,43,23,Points
Maldives,Corruption Rank,93,85,143,75,
Maldives,Credit Rating,22,,,,
Maldives,Fiscal Expenditure,4261,3637,5426,1061,MVR Million
Maldives,Government Budget Value,-887,-769,1255,-2213,MVR Million
Maldives,Government Revenues,3374,2869,4147,461,MVR Million
Maldives,Corporate Tax Rate,15,15,15,0,percent
Maldives,Withholding Tax Rate,10,10,10,10,percent
Maldives,Capacity Utilization,54.5,39.8,89.4,2.5,percent
Maldives,Business Confidence,-70,62,100,-100,points
Maldives,Private Sector Credit,33620,33147,33620,14197,MVR Million
Mali,Currency,587,588,698,30,
Mali,GDP Annual Growth Rate,4.9,5.4,13.62,-11.36,percent
Mali,Unemployment Rate,3.3,3.1,3.5,1.2,percent
Mali,Inflation Rate,6.2,5.4,13.9,-10.16,percent
Mali,Interest Rate,5.5,5.5,5.5,3.5,percent
Mali,Balance of Trade,-333,-445,34.4,-566,XOF Billion
Mali,Current Account,-652,-626,-47.94,-755,XOF Billion
Mali,Current Account to GDP,-6.6,-7.2,0.51,-15.96,percent of GDP
Mali,Government Budget,-5,-4.4,30.4,-6.1,percent of GDP
Mali,GDP Annual Growth Rate,4.9,5.4,13.62,-11.36,percent
Mali,GDP,20.9,18.78,20.9,0.28,USD Billion
Mali,GDP per Capita,763,747,779,340,USD
Mali,GDP per Capita PPP,2457,2407,2511,1512,USD
Mali,Unemployment Rate,3.3,3.1,3.5,1.2,percent
Mali,Population,23.29,22.59,23.29,5.35,Million
Mali,Inflation Rate,6.2,5.4,13.9,-10.16,percent
Mali,Food Inflation,8.5,6.9,20.1,-6.9,percent
Mali,Consumer Price Index CPI,126,124,126,98.3,points
Mali,Core Consumer Prices,118,118,118,100,points
Mali,Core Inflation Rate,3.7,3.7,17.5,-5,percent
Mali,CPI Housing Utilities,115,117,120,99.2,points
Mali,CPI Transportation,112,112,118,92.7,points
Mali,Inflation Rate MoM,1.5,1.4,2.8,-9.9,percent
Mali,Interest Rate,5.5,5.5,5.5,3.5,percent
Mali,Balance of Trade,-333,-445,34.4,-566,XOF Billion
Mali,Current Account,-652,-626,-47.94,-755,XOF Billion
Mali,Current Account to GDP,-6.6,-7.2,0.51,-15.96,percent of GDP
Mali,Exports,621,551,747,69.4,XOF Billion
Mali,Imports,954,996,1152,116,XOF Billion
Mali,Terrorism Index,8,8.41,8.41,0,Points
Mali,Government Budget,-5,-4.4,30.4,-6.1,percent of GDP
Mali,Corruption Index,28,28,35,27,Points
Mali,Corruption Rank,136,137,137,77,
Mali,Credit Rating,15,,,,
Mali,Military Expenditure,784,582,784,3.9,USD Million
